UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,SEC.NO.OF.ACCTS,SEC.ACTIVE.ACCTS,SEC.OVERDUE.ACCTS,SEC.CURRENT.BALANCE,SEC.SANCTIONED.AMOUNT,SEC.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,SEC.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default
620360,38139,75237,53.17,152,15438,45,5199,01/01/1982,Self employed,25/10/2018,3,1174,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 3mon,1yrs 3mon,1,0
528824,50703,78821,65.97,152,15460,86,5120,10/01/1987,Salaried,22/09/2018,3,1174,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
527181,24929,67587,38.47,152,15460,86,5126,03/02/1978,Salaried,21/09/2018,3,1174,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
481099,37639,64616,61.9,152,15460,86,5120,10/12/1968,Self employed,31/08/2018,3,1174,1,1,0,0,0,0,783,B-Very Low Risk,2,1,0,892140,974000,974000,0,0,0,0,0,0,11932,0,0,0,1yrs 2mon,1yrs 7mon,0,0
602030,57559,79505,75.47,152,15460,86,5213,18/03/1997,Salaried,22/10/2018,3,1174,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
639217,62347,80101,79.9,152,15460,86,5199,21/02/1978,,29/10/2018,3,1174,1,1,0,0,0,0,300,M-Very High Risk,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 3mon,0yrs 10mon,0,0
602775,42794,68618,64.12,152,15460,86,5117,01/01/1984,Salaried,22/10/2018,3,1174,1,1,0,0,0,0,738,C-Very Low Risk,12,4,0,46928,116201,116201,0,0,0,0,0,0,18149,0,1,0,1yrs 0mon,1yrs 11mon,0,0
548504,41794,79418,54.14,152,15460,86,5203,18/01/1979,Salaried,29/09/2018,3,1174,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
633875,64569,81500,80.98,29,22746,86,5898,15/12/1978,Self employed,28/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
574813,29684,70062,43.1,29,16365,49,5898,01/01/1982,Self employed,13/10/2018,3,1622,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,2,2,0,923760,1070000,1070000,0,0,0,0,0,0,0,0,0,0,0yrs 1mon,0yrs 3mon,0,0
542559,35089,79000,45.89,29,22746,86,5898,17/04/1988,Self employed,27/09/2018,3,1622,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
605891,56359,72700,79.37,29,22746,86,5898,01/02/1963,Salaried,23/10/2018,3,1622,1,1,0,0,0,0,781,B-Very Low Risk,2,1,0,194666,400000,400000,0,0,0,0,0,0,7046,0,0,0,3yrs 2mon,5yrs 3mon,0,0
630457,52903,84037,63.78,29,16365,49,5898,13/05/1991,Self employed,27/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
474573,58613,72300,83.54,29,15198,45,5898,06/06/1995,Salaried,29/08/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
568128,53078,70600,76.49,29,22746,86,5898,24/09/1985,Salaried,10/10/2018,3,1622,1,1,0,0,0,0,615,H-Medium Risk,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3yrs 0mon,3yrs 2mon,0,0
623664,62947,79400,81.86,29,15198,45,5898,01/01/1992,Self employed,26/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
605880,54109,81500,68.04,29,22746,86,5898,18/06/1994,Self employed,23/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
590365,48849,69621,71.1,29,16365,49,5898,01/01/1978,Self employed,20/10/2018,3,1622,1,0,0,1,0,0,825,A-Very Low Risk,3,1,0,75215,110000,110000,0,0,0,0,0,0,11400,0,0,0,0yrs 11mon,1yrs 4mon,0,0
539109,38275,69621,57.45,29,16365,49,5898,21/11/1996,Self employed,26/09/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
597418,65069,81100,82,29,22746,86,5918,13/06/1988,Self employed,22/10/2018,3,1622,1,0,0,1,0,0,677,F-Low Risk,1,1,0,7355,16268,16268,0,0,0,0,0,0,0,0,0,0,0yrs 7mon,0yrs 7mon,1,0
483332,52478,60900,89.33,29,22746,86,5908,08/07/1991,Salaried,31/08/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
639146,78479,103400,77.37,29,22746,86,5908,01/03/1984,Self employed,29/10/2018,3,1622,1,1,0,0,0,0,708,D-Very Low Risk,4,2,0,17512,33790,33790,0,0,0,0,0,0,0,0,2,0,0yrs 8mon,1yrs 1mon,0,0
503018,58009,73700,81.07,29,22746,86,5909,20/09/1979,Self employed,12/09/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
533537,65382,100300,67.3,29,22746,86,5904,01/01/1983,Self employed,25/09/2018,3,1622,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,213725,250000,250000,0,0,0,0,0,0,5325,0,0,0,0yrs 11mon,0yrs 11mon,0,0
523195,58413,91900,65.51,29,22746,86,5909,07/01/1997,Self employed,20/09/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
441778,67115,119950,58.69,29,15227,48,6057,31/07/1999,,16/08/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
530989,52803,77300,70.5,29,22746,86,5898,14/04/1999,,24/09/2018,3,1622,1,0,0,1,0,0,832,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,73564,0,0,0,0yrs 8mon,0yrs 8mon,0,0
643524,54263,78800,71.38,29,15198,45,5898,10/02/1998,,30/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
643558,52503,100390,53.99,29,24666,51,6151,27/05/1996,Self employed,30/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
522698,50903,70208,74.92,29,16365,49,5910,08/09/1991,Salaried,20/09/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
435540,62413,76500,83.92,29,22746,86,5898,19/04/1989,,13/08/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
607784,36339,73000,51.37,29,22746,86,5898,14/09/1987,Self employed,23/10/2018,3,1622,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,8400,14000,14000,0,0,0,0,0,0,0,0,1,0,0yrs 3mon,0yrs 3mon,1,0
619504,46249,68400,69.44,29,22746,86,5898,26/01/1988,Salaried,25/10/2018,3,1622,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1yrs 1mon,1yrs 7mon,0,0
595997,61063,81100,77,29,22746,86,5898,20/02/1973,Self employed,21/10/2018,3,1622,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),13,1,0,49000,49000,49000,0,0,0,0,0,0,22839,0,1,0,1yrs 0mon,1yrs 11mon,0,0
576452,54078,73615,74.71,29,16365,49,5898,28/11/1984,Self employed,13/10/2018,3,1622,1,1,0,0,0,0,411,K-High Risk,2,1,1,202400,550000,550000,0,0,0,0,0,0,1267,0,0,0,1yrs 10mon,2yrs 11mon,0,0
601003,60613,83500,74.25,29,22746,86,5898,02/09/1992,Self employed,22/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
630897,63213,108966,58.73,29,16365,49,5909,12/05/2000,,27/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
561691,55213,65800,86.93,29,22746,86,5909,01/01/1988,Self employed,08/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
595525,59613,81100,75.22,29,22746,86,5898,04/01/1990,Self employed,21/10/2018,3,1622,1,1,0,0,0,0,583,I-Medium Risk,3,2,0,43824,197500,197500,0,0,0,0,0,0,1625,0,0,0,2yrs 1mon,2yrs 10mon,0,1
548772,62513,154269,41.68,29,16365,49,5898,13/01/1998,,29/09/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
466715,52703,64000,85,29,15198,45,5905,15/01/1974,Self employed,27/08/2018,3,1622,1,1,0,0,0,0,642,G-Low Risk,2,2,0,199249,186300,186300,0,0,0,0,0,0,132524,0,0,0,1yrs 8mon,1yrs 11mon,0,0
576565,48853,69621,72.61,29,16365,49,5898,01/10/1981,Salaried,13/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
457286,53078,99050,55.53,29,16365,49,5918,31/08/1995,Salaried,22/08/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
552531,71473,87630,84.9,29,15227,48,5930,25/06/1972,Salaried,30/09/2018,3,1622,1,1,0,0,0,0,662,F-Low Risk,2,1,0,188960,500000,500000,0,0,0,0,0,0,11895,0,0,1,3yrs 11mon,4yrs 4mon,0,0
595595,42394,68600,64.14,29,22746,86,5898,01/01/1969,Salaried,21/10/2018,3,1622,1,1,0,0,0,0,710,D-Very Low Risk,15,3,0,114521,191400,191400,0,0,0,0,0,0,30168,0,1,0,1yrs 0mon,1yrs 11mon,5,0
634044,37139,68400,55.99,29,22746,86,5909,30/01/1996,Salaried,28/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
552057,70273,111800,64.18,29,22746,86,5899,01/01/1993,Self employed,30/09/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
549583,48049,69621,71.39,29,16365,49,5899,04/08/1992,Salaried,29/09/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
539086,42194,84037,52.12,29,16365,49,5909,13/08/1998,,26/09/2018,3,1622,1,1,0,0,0,0,738,C-Very Low Risk,7,2,0,32442,60000,60000,0,0,0,0,0,0,12263,0,0,0,1yrs 0mon,1yrs 2mon,0,0
628841,70123,124000,57.26,29,24666,51,5930,09/09/1985,Salaried,27/10/2018,3,1622,1,1,0,0,0,0,810,A-Very Low Risk,5,3,0,905113,1061591,1061591,0,0,0,0,0,0,0,0,0,0,1yrs 9mon,3yrs 7mon,0,0
522490,48678,68800,73.55,29,22746,86,5898,01/03/1984,Self employed,20/09/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
544850,60347,82300,75.82,29,22746,86,5907,01/01/1990,Self employed,28/09/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
530834,67882,91900,76.17,29,22746,86,5898,01/01/1974,Self employed,23/09/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
601054,69323,81100,87.3,29,22746,86,5910,20/01/1973,Salaried,22/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
553713,57159,77200,76.3,29,22746,86,5918,13/03/1990,Salaried,30/09/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
561723,50995,67412,78.5,29,16365,49,5898,15/02/1990,Self employed,08/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
591528,93943,154269,61.58,29,16365,49,5898,01/01/1976,Self employed,20/10/2018,3,1622,1,1,0,0,0,0,832,A-Very Low Risk,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 7mon,1yrs 0mon,0,0
552001,107653,202190,54.9,29,15227,48,5898,04/02/1976,Self employed,30/09/2018,3,1622,1,1,0,0,0,0,651,F-Low Risk,2,1,1,1978258,2050000,2050000,0,0,0,0,0,0,0,0,0,0,0yrs 7mon,0yrs 8mon,0,0
564469,59813,75400,81.7,29,22746,86,5910,01/01/1987,Self employed,09/10/2018,3,1622,1,0,0,1,0,0,749,C-Very Low Risk,1,1,0,120595,230000,230000,0,0,0,0,0,0,0,0,0,0,3yrs 2mon,3yrs 2mon,0,0
539093,52378,68600,78.57,29,22746,86,5918,01/01/1987,Self employed,26/09/2018,3,1622,1,1,0,0,0,0,825,A-Very Low Risk,3,2,0,52100,69490,69490,0,0,0,0,0,0,5260,0,1,0,0yrs 10mon,1yrs 10mon,1,0
627011,57513,72000,81.25,29,22746,86,5910,19/11/1972,Salaried,26/10/2018,3,1622,1,1,0,0,0,0,564,J-High Risk,2,1,0,22965,30000,27636,0,0,0,0,0,0,0,0,0,0,0yrs 11mon,1yrs 2mon,0,0
550428,56459,76000,76.58,29,15198,45,6075,20/04/1991,Salaried,29/09/2018,3,1622,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
567809,49203,77200,65.93,29,22746,86,5909,29/03/1997,Salaried,10/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
527112,54263,75400,74.6,29,15198,45,5898,03/02/1987,Self employed,21/09/2018,3,1622,1,1,0,0,0,0,700,E-Low Risk,4,2,0,92755,105000,105000,0,0,0,0,0,0,129680,0,1,0,0yrs 6mon,1yrs 3mon,0,0
545953,92530,135892,70.64,29,16365,49,5908,09/04/1972,Salaried,28/09/2018,3,1622,1,1,0,0,0,0,677,F-Low Risk,5,3,0,411720,825000,829327,0,0,0,0,0,0,25874,0,0,1,2yrs 2mon,3yrs 7mon,0,0
432459,72231,95510,79.57,29,15227,48,5899,01/01/1982,Self employed,11/08/2018,3,1622,1,1,0,0,0,0,577,I-Medium Risk,2,2,0,153106,141000,141000,0,0,0,0,0,0,0,0,1,0,1yrs 2mon,2yrs 3mon,0,0
633815,64069,79100,82.81,29,22746,86,5899,01/01/1984,Self employed,28/10/2018,3,1622,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
542137,47849,79600,62.19,29,22746,86,5909,10/01/1978,Self employed,27/09/2018,3,1622,1,1,0,0,0,0,698,E-Low Risk,3,2,0,17212,50990,50990,0,0,0,0,0,0,893,0,0,0,2yrs 11mon,5yrs 5mon,0,0
634717,95699,154269,62.75,29,16365,49,6070,01/01/1975,Self employed,28/10/2018,3,1622,1,1,0,0,0,0,590,I-Medium Risk,1,1,0,736700,590000,590000,0,0,0,0,0,0,0,0,0,1,0yrs 6mon,0yrs 6mon,0,1
545403,46649,68800,70.2,29,22746,86,6070,04/09/1985,Self employed,28/09/2018,3,1622,1,1,0,0,0,0,825,A-Very Low Risk,6,2,0,69810,107000,107000,0,0,0,0,0,0,13826,0,0,0,1yrs 0mon,1yrs 9mon,1,0
548608,49803,71220,72.63,29,16365,49,5910,03/01/1977,Self employed,29/09/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
542551,87420,154269,58.21,29,16365,49,5898,06/02/1989,Self employed,27/09/2018,3,1622,1,1,0,0,0,0,710,D-Very Low Risk,2,2,0,31664,47000,47000,0,0,0,0,0,0,2540,0,2,0,0yrs 2mon,0yrs 4mon,1,0
626796,62613,72000,88.89,29,22746,86,5918,17/03/1975,Self employed,26/10/2018,3,1622,1,0,0,1,0,0,678,F-Low Risk,1,1,0,4800,47000,47000,0,0,0,0,0,0,3032,0,0,1,1yrs 7mon,1yrs 7mon,0,0
590236,40649,70062,58.88,29,16365,49,5918,01/01/1967,Self employed,20/10/2018,3,1622,1,1,0,0,0,0,753,C-Very Low Risk,3,1,0,67625,67000,67000,0,0,0,0,0,0,132555,0,1,0,0yrs 4mon,0yrs 9mon,1,0
632807,95190,154269,62.68,29,16365,49,5898,01/01/1999,,27/10/2018,3,1622,1,1,0,0,0,0,832,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 3mon,0yrs 3mon,0,0
562190,37439,68001,55.88,29,16365,49,5898,10/08/1968,Salaried,08/10/2018,3,1622,1,1,0,0,0,0,681,E-Low Risk,3,1,0,0,21000,21000,0,0,0,0,0,0,7384,0,0,0,1yrs 0mon,1yrs 7mon,0,0
424093,70337,92950,79.61,29,15227,48,5918,28/05/1992,Salaried,06/08/2018,3,1622,1,1,0,0,0,0,726,D-Very Low Risk,10,1,0,7700,8800,8800,0,0,0,0,0,0,1700,0,1,0,0yrs 4mon,1yrs 2mon,0,0
531094,96404,154269,64.5,29,16365,49,5908,03/11/1993,Salaried,24/09/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
560671,56159,71220,81.3,29,16365,49,5908,29/01/1980,Salaried,06/10/2018,3,1622,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1125,0,0,0,0yrs 9mon,0yrs 9mon,0,0
593392,45049,75824,60.27,29,16365,49,5898,08/08/1955,Self employed,21/10/2018,3,1622,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
637587,56059,76800,74.74,29,22746,86,5898,18/05/2000,,29/10/2018,3,1622,1,1,0,0,0,0,653,F-Low Risk,7,4,0,210416,205000,205000,0,0,0,0,0,0,425062,0,3,0,0yrs 4mon,1yrs 4mon,0,0
435609,38694,69500,57.99,29,15198,45,5898,14/10/1995,Self employed,13/08/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
619571,58535,70000,87.43,29,22746,86,5909,02/01/1972,Salaried,25/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
542766,52018,69621,77.15,29,16365,49,5899,30/11/1994,Self employed,27/09/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
636761,48878,70700,71.29,29,22746,86,5898,23/12/1987,Salaried,29/10/2018,3,1622,1,1,0,0,0,0,815,A-Very Low Risk,3,1,0,0,70000,0,0,0,0,0,0,0,0,0,0,0,1yrs 7mon,2yrs 6mon,0,0
626928,70623,105340,67.88,29,15227,48,5896,01/01/1989,Self employed,26/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
633771,55813,76800,74.74,29,22746,86,5898,05/03/1987,Self employed,28/10/2018,3,1622,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 7mon,1yrs 7mon,0,0
648419,91759,139392,68.44,29,16365,49,5899,01/01/1989,Self employed,31/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
463763,50178,67200,77.53,29,22746,86,5904,24/09/1993,Salaried,25/08/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
627956,37939,72490,54.49,29,24666,51,5916,01/01/1975,Self employed,26/10/2018,3,1622,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
572660,62213,154269,40.84,29,16365,49,5916,28/06/1979,Self employed,12/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
633054,53578,73556,74.09,29,16365,49,5910,01/02/1972,Self employed,28/10/2018,3,1622,1,1,0,0,0,0,18,Not Scored: No Updates available in last 36 months,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 6mon,1yrs 6mon,0,1
455974,64882,94040,71.25,29,15227,48,5898,07/02/1983,Self employed,22/08/2018,3,1622,1,1,0,0,0,0,348,L-Very High Risk,3,1,1,508030,580000,580000,0,0,0,0,0,0,2584,0,0,0,0yrs 11mon,1yrs 9mon,0,0
652075,53303,68400,78.95,29,22746,86,5895,11/01/1980,Self employed,31/10/2018,3,1622,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,54000,54000,54000,0,0,0,0,0,0,0,0,1,0,0yrs 0mon,0yrs 0mon,0,0
497984,46649,68100,70.93,29,15198,45,5898,13/09/1998,,10/09/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
628635,48099,79100,62.39,29,22746,86,5898,01/01/1991,Salaried,27/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
550390,29384,71220,43.39,29,16365,49,5898,23/09/1974,Self employed,29/09/2018,3,1622,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),5,1,0,29316,100000,100000,0,0,0,0,0,0,20760,0,0,0,1yrs 8mon,3yrs 5mon,0,0
605895,51878,77700,68.73,29,22746,86,5898,19/09/1993,Self employed,23/10/2018,3,1622,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,16720,20900,20900,0,0,0,0,0,0,0,0,1,0,0yrs 1mon,0yrs 1mon,0,0
637067,50478,68400,76.02,29,22746,86,5908,06/01/1997,Salaried,29/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
632036,51578,75824,69.24,29,16365,49,5898,01/01/1966,Self employed,27/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
560498,84740,103600,84.94,29,22746,86,5898,01/01/1977,Salaried,06/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
527341,49403,64900,78.74,29,22746,86,5910,01/01/1960,Self employed,21/09/2018,3,1622,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,400000,600000,600000,0,0,0,0,0,0,8013,0,1,0,0yrs 1mon,0yrs 1mon,1,1
548966,53313,69621,79.43,29,16365,49,5905,07/09/1988,Self employed,29/09/2018,3,1622,1,1,0,0,0,0,14,Not Scored: Only a Guarantor,1,1,0,849700,580000,580000,0,0,0,0,0,0,0,0,1,0,0yrs 0mon,0yrs 0mon,0,0
534543,62447,77300,83.44,29,22746,86,5898,12/11/1977,Salaried,25/09/2018,3,1622,1,1,0,0,0,0,745,C-Very Low Risk,4,2,0,786400,1100000,1100000,0,0,0,0,0,0,0,0,2,0,0yrs 7mon,1yrs 7mon,0,0
647666,59347,76390,79.07,29,24666,51,5899,16/08/1983,Self employed,31/10/2018,3,1622,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,248293,250000,250000,0,0,0,0,0,0,4054,0,1,0,0yrs 2mon,0yrs 2mon,0,0
608222,43194,78600,56.49,29,22746,86,5898,11/12/1991,Self employed,23/10/2018,3,1622,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
